laurel canyon,hammer + his phone https://t.co/dLz4En7PZd,,en,,elizabethreadsa,02-02-2015 23:31,07-06-2017 23:52,0,0,0
your ass!,RT @TrumpsGucciGirl: It was a good job @EricTrump !  @realDonaldTrump https://t.co/4eCZpaozuJ,,en,,1MichaelGarcia1,14-11-2016 05:04,07-06-2017 23:52,0,0.875,0.6
,"RT @ericgobucks: Bill Clinton got impeached for a blow job, but Republicans won't impeach Trump for fucking the whole country. #familyvalue…",,en,,bluesuezoo,04-03-2011 00:44,07-06-2017 23:52,0,-0.2,0.6
,"RT @caitoz: Friendly reminder that Clinton Democrats are literally neocons.

https://t.co/jKGUU1Z2Y2",,en,,ElizabethleaVos,14-03-2017 04:39,07-06-2017 23:52,0,0.375,0.5
"Boston, MA & Jamaica ",RT @brhodes: Agree. And did not read like it was written by Trump. Reminder that the one thing everyone in WH appears to agree o… ,,en,,glenrdixon,08-04-2016 22:19,07-06-2017 23:52,0,0,0
Los Angeles,Fire.... Former Mexican president schools Trump about taco bowls https://t.co/QhHS6qe8vL via @HPLifestyle,,en,,MayorRock,13-12-2010 00:44,07-06-2017 23:52,0,0,0
"Sacramento, CA",I liked a @YouTube video https://t.co/QgMODLmmGQ Trump Touts More Phony Accomplishments: The Daily Show,,en,,guy_simons,25-06-2014 07:40,07-06-2017 23:52,0,0.366666667,0.433333333
,RT @LeahR77: NSA Director Rogers on POTUS Trump: “I Have NEVER Been Directed to Do Anything Illegal” (VIDEO)… ,,en,,Iamacamarogirl,27-07-2011 01:46,07-06-2017 23:52,0,-0.5,0.5
"Redondo Beach, USA",👏🏻👏🏻👏🏻👏🏻👏🏻 https://t.co/fIk6ARAwF0,,und,,DeannaDiederich,08-11-2013 06:49,07-06-2017 23:52,0,0,0
,"RT @RealJack: Wait... didn't the Democrats say they would be able to impeach Trump after Comey testifies?

Another liberal fantasy set to f…",,en,,AFAWNF,03-12-2013 04:07,07-06-2017 23:52,0,0.5,0.625
,RT @mattmfm: If Hillary Clinton had pressured FBI director to cease investigation into her campaign there would be rioters storming White H…,,en,,MarionClare04,15-05-2016 13:19,07-06-2017 23:52,0,0,0
"Salem, VA","RT @ms_erika74: Trump to Comey ~ If any of my ""satellite"" associates did something wrong (improperly involved w/ Russia)""it would b… ",,en,,pmswolfy,06-12-2015 01:33,07-06-2017 23:52,0,-0.5,0.9
Downtown L.A.,RT @Zen0469: Repub leaders are soul-less hyper-partisan shills who will not say a bad word about Trump even as he leads America… ,,en,,575haiku,15-11-2008 05:48,07-06-2017 23:52,0,-0.7,0.666666667
,RT @AriFleischer: Seems to me key headline from today is Comey confirming Trump is not under investigation.  Isn't that what collusion w Ru…,,en,,KReady997,10-08-2015 22:19,07-06-2017 23:52,0,0,1
,RT @Abhinary: There is no bar too low for the @GOP to ooze under with trump &amp; pence in WH-all to push a proven FAILED ideology… ,,en,,EMIMMD,26-07-2014 04:12,07-06-2017 23:52,0,-0.25,0.3
,"RT @ThePlumLineGS: The GOP spin is that Comey exonerated Trump today.

It's pure, pernicious bullshit. Here's my response:… ",,en,,lisarpepper,03-07-2009 18:38,07-06-2017 23:52,0,0.214285714,0.5
,RT @GeorgeTakei: 1/  Let us not forget: The New York Times asked President Trump a question point blank back in May that is worth recalling.,,en,,tesslr,13-05-2011 16:50,07-06-2017 23:52,0,0.109090909,0.138636364
,RT @AriMelber: In the end an investigation finds crimes or it doesn't; it need not begin with a single theory of who all the targe… ,,en,,mamashov3,10-02-2016 23:08,07-06-2017 23:52,0,-0.071428571,0.214285714
"Florida, USA","Hey, we won the election. Support your President. #MAGA PaulRyan:Not Appropriate 4 Trump to Ask for Comey Loyalty https://t.co/QOONhOHXvq",,en,,ByeByeObama1,26-06-2016 13:16,07-06-2017 23:52,0,0.5,0.5
"West Hell, Texas",RT @TeamPelosi: Shameful: House GOP just voted for the 9th time to keep Trump's tax returns a secret. What is he hiding? American voters ar…,,en,,MelanieRaven,12-09-2008 18:32,07-06-2017 23:52,0,-0.2,0.35
,RED ALERT: Trump Issues URGENT Warning To US - Every American MUST See This Immediately.. - RepublicansTrib. https://t.co/4J9x5JYAfO,,en,,Betramobet,15-12-2013 01:36,07-06-2017 23:52,0,0,0
"Hinterlands of Arkansas, USA","RT @USNJack: @TheRickWilson @Evan_McMullin First, we need to understand how vile a person @TheRickWilson really is. https://t.co/Gad2O0Js60",,en,,CarolynColson,26-04-2009 02:19,07-06-2017 23:52,0,0.225,0.266666667
,RT @BrianMontopoli: Trump skimmed a bunch of money from kids with cancer and somehow it's not even a big story. Our piece last night: https…,,en,,kls2842,16-06-2011 15:09,07-06-2017 23:52,0,0,0.083333333
Seattle Area,"RT @joshtpm: Best part is Trump telling Comey, I didn't do any hookers in Moscow. I knew they were taping me!  https://t.co/pzmntwgJV9 via…",,en,,Chad_Nelson,02-03-2009 07:07,07-06-2017 23:52,0,1,0.3
"Cambridge, MA",All the parsing of whether Trump *really* ordered Comey to drop the investigation reminds me of this sketch... https://t.co/EWJ8nzapxO,,en,,a_strezh,13-01-2010 16:34,07-06-2017 23:52,0,0.2,0.2
,"RT @nytopinion: Poor Trump, so late to the lesson that so many plutocrats before him learned: You can’t find good help… ",,en,,sparrowtraps,14-10-2011 23:52,07-06-2017 23:52,0,0.125,0.575
"Weldon town, NC, USA","RT @BRADSPORTS: @Bakari_Sellers @jack Jake Tapper plays both sides. For all we know, TAPPER is the Trump supporter he tweeted about.",,en,,quriais,01-02-2016 17:39,07-06-2017 23:52,0,0,0
,It's obvious that Obama laid numerous traps for #Trump to stumble into. #Comey testimony will only continue cover-up of Democrat criminality,,en,,freeforallAR15,28-05-2013 16:24,07-06-2017 23:52,0,-0.0125,0.525
,"RT @NYcegame: #Trump gave Comey multiple chances, he was asking Comey for loyalty because Trump knew he was disloyal with his sur… ",,en,,NYcegame,14-11-2013 21:24,07-06-2017 23:52,0,0,0
United States,"RT @tonyposnanski: I did learn one thing from James Comey's written testimony...

In 2017...Donald Trump has spent more time with Comey tha…",,en,,MelodyMcKenney,12-11-2013 20:49,07-06-2017 23:52,0,0.2,0.3
"Massachusetts, USA","RT @ProgressOutlook: Trump's reelection campaign has only 24 staffers but has already spent $274,000 in Trump tower rent. He's enriching hi…",,en,,DKorbach,21-01-2017 03:22,07-06-2017 23:52,0,-0.05,0.55
United States,Trump Accused of Laundering Money Through Pediatric Cancer Charity https://t.co/DyLNKf22q9,,en,,VickieBodie,25-09-2011 21:50,07-06-2017 23:52,0,0,0
,@FoxNews @SecretaryZinke @POTUS Govt of corrupt cheating liars! Wish Trump could fire every dirty politician &amp; hire… https://t.co/p6LphNCVEd,,en,,Serenitypleaz1,13-06-2016 18:03,07-06-2017 23:52,0,-0.6125,0.9
Washington DC,"RT @EleanorNorton: In spite of Trump, DC has proudly joined U.S. cities and states and rest of the world in embracing #ParisAgreement… ",,en,,josefgasimov,25-07-2013 16:14,07-06-2017 23:52,0,0.8,1
,@loc1012001 @FoxNews @ericbolling @POTUS What? Go away Trump bot.,,en,,JenniferLeVan1,26-01-2017 16:30,07-06-2017 23:52,0,0,0
,"Trump's budget isn't the disaster you think, ex-CBO chief says - https://t.co/mrGa3A5Z3p https://t.co/NVkWChmjnj ➜… https://t.co/BCydndJy4Z",,en,,cnn_diff,18-01-2017 15:21,07-06-2017 23:52,0,0,0
Central NY State,"RT @i0xooo: Truthfeed: ""VIDEO : Assaulted Trump Supporter SUES U.C. Berkeley For $23 Million"" https://t.co/MbwIm1qLht",,en,,realBethNeale,16-09-2015 18:48,07-06-2017 23:52,0,0,0
wisconsin us and London uk,Dems Want Hillary Clinton to Step Out of Spotlight https://t.co/rsldaeiXeh,,en,,caitlinstreit1,22-01-2012 18:54,07-06-2017 23:52,0,0,0
Baja California,That is the only conclusion that makes sense. https://t.co/l227DMSZfZ,,en,,Bajageoff,22-01-2009 20:57,07-06-2017 23:52,0,0,1
"Va Beach, Virginia","#Trump responds to #Comey testimony, and it’s just 3 sentences: Former FBI Director James… https://t.co/Un12vPriMB",,en,,Harley_Woody,11-05-2013 13:24,07-06-2017 23:52,0,0,0
,RT @Eye4Eye: @GeorgiaDirtRoad @POTUS Trump Won because WE THE PEOPLE VOTED FOR HIM. Hillary Lost because she's the most corrupt… ,,en,,Kangelwish,03-06-2016 10:55,07-06-2017 23:52,0,0.5,0.5
Flyover country,"RT @USNJack: @TheRickWilson @Evan_McMullin to attempt to further damage Trump:
https://t.co/pxx1uyU1Rf",,en,,GunnetteP,11-03-2011 14:58,07-06-2017 23:52,0,0,0.5
,"RT @Chris11962: ⚡️ “Prison labor excerpt from Hillary Clinton's 1996 book resurfaces, shocks supporters”

But Trump was the racist 😂
https:…",,en,,edmik95,17-04-2013 00:32,07-06-2017 23:52,0,0,0
"Swinomish village, WA, USA","RT @BRADSPORTS: @Bakari_Sellers @jack Jake Tapper plays both sides. For all we know, TAPPER is the Trump supporter he tweeted about.",,en,,gilgrayz83,23-10-2016 18:42,07-06-2017 23:52,0,0,0
Twilight Zone,RT @AriFleischer: Seems to me key headline from today is Comey confirming Trump is not under investigation.  Isn't that what collusion w Ru…,,en,,Herfarm,01-03-2009 21:06,07-06-2017 23:52,0,0,1
Las Vegas,RT @WayneDupreeShow: Everyone remember CNN had a ridiculous countdown clock for Comey's testimony that will bomb. What a waste! #Covfefe #T…,,en,,Sippin6976,11-04-2014 02:49,07-06-2017 23:52,0,-0.291666667,0.5
,Who is the most unreliable narrator in American politics today? Is it Trump? Is it Ryan?,,en,,beccanalia,10-11-2007 22:58,07-06-2017 23:52,0,0.25,0.25
UT✈️WA,They think Trump is worse than ISIS https://t.co/M6kiOrcLvG,,en,,Bmac0507,25-11-2011 15:30,07-06-2017 23:52,0,-0.4,0.6
,RT @alexandergold: @TomiLahren Ariana Grande raised millions for the victims. Donald Trump tweeted and then went golfing. At least someone…,,en,,YobAbbie,15-04-2014 00:10,07-06-2017 23:52,0,-0.3,0.4
Canada,RT @BraddJaffy: Sen. Warner gets angry – says no one is laying to rest reports that Trump intervened directly in an ongoing FBI inv… ,,en,,NursesCare4you,09-01-2017 15:52,07-06-2017 23:52,0,-0.2,0.7
LC20,@coreybmorgan President Underwood is the D O G G. Trump ain't Pres. Underwood,,en,,Jair_Portillo,03-10-2012 21:32,07-06-2017 23:52,0,0,0
,"RT @RepAdamSchiff: Jan 26-Yates warns WH re Flynn. Next day, Trump demands loyalty from Comey.

Feb 13-Flynn is fired. Next day, Trump asks…",,en,,THVotes,21-04-2013 00:05,07-06-2017 23:52,0,0,0
,"RT @Stella_Basham: Witch hunt? MSM was looking for a smoking gun linking Trump directly to the Russians Didn't get it did you? CLOUD, is th…",,en,,obasiloveth1,13-09-2016 16:47,07-06-2017 23:52,0,0.1,0.4
,"RT @AriMelber: The broader storyline in Comey's testimony is Trump inappropriately pressed him in the run-up to firing him, raising Q of wh…",,en,,dorothystella7,13-02-2013 00:21,07-06-2017 23:52,0,0,0
,RT @JerryOD: @POTUS @realDonaldTrump I guess they hate #losing #FAIL #trump #coward #Loser https://t.co/YEfyxcD5K5,,en,,robotsmakesushi,06-02-2013 18:18,07-06-2017 23:52,0,-0.65,0.6
Northern Virginia,RT @CNN: The White House is still mum on President Trump's confidence in AG Jeff Sessions https://t.co/yg0XiPFDRV https://t.co/O8e4xN4VJA,,en,,mharvey816,13-02-2009 01:13,07-06-2017 23:52,0,0,0
,"RT @JoyAnnReid: The best bit is when the second son of the first of 3 wives of the lady parts grabbing teen ogler says ""morality ha… ",,en,,JHfini,09-01-2014 01:54,07-06-2017 23:52,0,0.3125,0.158333333
"Tallahassee, FL",RT @brianklaas: Wray was Chris Christie's personal attorney. Christie was a vocal Trump campaign surrogate. The FBI is investigatin… ,,en,,siegferret,27-11-2008 16:22,07-06-2017 23:52,0,0,0.3
,RT @JebSanford: Trump asked #Comey for loyalty @BarackObama told Putin he'd be more flexible.... which is more suspicious 🤔🤔🤔,,en,,pelkie_carla,19-10-2012 00:47,07-06-2017 23:52,0,0.5,0.5
"Westhampton, NY",RT @ByronYork: From Trump lawyer: 'The President feels completely and totally vindicated.' https://t.co/bhq3Kg14R4,,en,,DollyZ96,03-02-2016 19:59,07-06-2017 23:52,0,0.05,0.575
,"RT @Mikel_Jollett: ""Jews are rats."" - Hitler, 1940

""Tutsis are cockroaches."" - Hutu, Rwanda, 1994

""Democrats aren't people."" - Eric Trump…",,en,,unwrinkledbrain,19-09-2010 13:01,07-06-2017 23:52,0,0,0
"San Jose, CA","@ingodwetryst @JamesPMorrison Fuck Trump ignorant son, I'm talking about woman keep complaining about rights When w… https://t.co/oWclRcFHJD",,en,,scottsj40,02-12-2016 03:21,07-06-2017 23:52,0,-0.4,0.6
Norman Oklahoma,"RT @_Makada_: Comey testified that Trump did NOT ask to stop ANY investigation, he will commit perjury by saying Trump told him to end Flyn…",,en,,ItsScottMorgan,24-04-2009 01:32,07-06-2017 23:52,0,0,0
"North Ridgeville, Ohio",RT @docrocktex26: The Russia story just keeps getting worse for President Trump https://t.co/Nd3in0Nh0d via @CNNPolitics,,en,,Islandmike13,13-05-2009 06:25,07-06-2017 23:52,0,-0.4,0.6
Somewhere off I-95,But at least Bernie is learning to worship at the alter of the almighty dollar..  https://t.co/DSlRt9caYi,,en,,Tedgforce,15-06-2009 14:08,07-06-2017 23:52,0,-0.3,0.4
,RT @bwtanker: BREAKING: State Dept. Inspector General Releases Clinton Report: GUILTY https://t.co/aZcK6qYu0c,,en,,MMilzman,19-03-2014 23:40,07-06-2017 23:52,0,-0.225,0.75
Las Cruces,RT @DavidCornDC: Comey defines the story before Trump can tweet anything. Brilliant move. https://t.co/Te5pqOTOCZ,,en,,santafe45,20-06-2009 01:03,07-06-2017 23:52,0,0.9,1
"Va Beach, Virginia",#CNN’s Jeffrey Toobin: Comey’s statements on Trump highlight president’s ‘obstruction of… https://t.co/xF8UFFGMVb,,en,,Harley_Woody,11-05-2013 13:24,07-06-2017 23:52,0,0,0
,RT @KellyannePolls: ---&gt; https://t.co/lEoGQrKvaO,,und,,jimpiatek715,01-07-2012 19:58,07-06-2017 23:52,0,0,0
"East Flatbush, Brooklyn","RT @JohnJHarwood: on smoking gun tape, Nixon told Haldeman CIA should FBI to stop Watergate probe. Comey says Trump asked him directly http…",,en,,francesrivmed,29-01-2017 22:10,07-06-2017 23:52,0,0.1,0.4
"Washington, USA",RT @KellyannePolls: ---&gt; https://t.co/lEoGQrKvaO,,und,,galderisi8861,02-08-2013 06:37,07-06-2017 23:52,0,0,0
"Va Beach, Virginia",#Trump statement on ISIS attacks in #Iran includes a stunning rebuke: In a statement… https://t.co/WHrXewL72D,,en,,Harley_Woody,11-05-2013 13:24,07-06-2017 23:52,0,0.5,1
,@AllisonNuushuuz @ericgarland Trump Russia was the biggest hoax since Bigfoot. You'll have to come up with somethin… https://t.co/CN1U359T6t,,en,,Fxartist35,03-10-2011 14:39,07-06-2017 23:52,0,0,0
Georgia,"RT @RexTilllerson: ""20""
this is the % of US Uranium Hillary Clinton promised to Russia

""0""
this is the % of US Uranium Donald Trump promis…",,en,,JamesHHobson,27-07-2015 19:48,07-06-2017 23:52,0,0,0
"Washington, DC",RT @JeffreyToobin: Comey's statement establishes obstruction of justice by Trump. Period.,,en,,weberd13,10-02-2011 19:18,07-06-2017 23:52,0,0,0
,"RT @sam_kriss: look, is hillary clinton perfect? no. did her war in libya lead to slave markets? yes. did she use slave labour in her own h…",,en,,MGrantArsenal,01-03-2015 07:57,07-06-2017 23:52,0,0.8,1
,RT @LouDobbs: Comey Statement backs @POTUS - @Jim_Jordan: “Today is a good day for President Trump. He has been vindicated.”… ,,en,,BoogerKlaus,09-04-2015 23:36,07-06-2017 23:52,0,0.7,0.6
"London, England",2017510158-0.jpg #trump #trumptrain #buildthewall #maga https://t.co/zYvgbLZdSy,,und,,t_r_u_m_p_i_n_g,27-03-2016 11:59,07-06-2017 23:52,0,0,0
Estados Unidos,BREAKING : Trump’s Response to Comey’s Statement Will Have Dems Crying! https://t.co/Ywi98UJDlY https://t.co/umTjPZKxNA,,en,,NewsErick,19-08-2016 15:51,07-06-2017 23:52,0,-0.25,0.6
"Indiana, USA",RT @Random_Targets: Says the man who funnels an outrageous amount of charity money through his fathers golf course. https://t.co/IGAidajxl8,,en,,LoriLorisuew,13-03-2014 19:55,07-06-2017 23:52,0,-1,1
,RT @TomFitton: The FBI leadership is/was anti-Trump.,,en,,zooney06,03-11-2012 14:47,07-06-2017 23:52,0,0,0
,RT @KamalaHarris: This shouldn’t be a partisan issue — the Constitution and the American people need to be prioritized over party and… ,,en,,ljone,18-11-2008 18:56,07-06-2017 23:52,0,0,0
"Knoxville, TN",RT @MDBlanchfield: Comey's remarks point to Trump's 'brazen and direct interference' in the FBI investigation - Business Insider https://t.…,,en,,MargieHagen,22-05-2016 08:30,07-06-2017 23:52,0,0.1,0.4
"Portland, OR","""It does not require very many words to speak the truth."" Chief Joseph. But it takes many words to tell a lie. Trump uses a lot of words.",,en,,gee_roos,31-01-2014 16:57,07-06-2017 23:52,0,0.575,0.575
New York / Massachusetts,"RT @NathanLerner: If there's nothing to hide, why are Trump and his sparse loyalist so scared? #TrumpObstructed #TheResistance… ",,en,,febonyc1,25-01-2010 17:13,07-06-2017 23:52,0,0,0
,RT @TIME: Voters to Trump: Get off Twitter https://t.co/fz9nlAeMJa,,en,,Mendez_Alese,02-03-2017 20:33,07-06-2017 23:52,0,0,0
"Virginia, USA","RT @jaketapper: POTUS has roughly 1,100 top-tier positions to fill across his administration. So far, he's nominated 111 of them. https://t…",,en,,LisaDowd4,30-11-2016 23:25,07-06-2017 23:52,0,0,0.7
"ÜT: 43.182918,-77.651224","RT @goldengateblond: You can't say Trump is brilliant but ""just didn't know any better"" when he asked for a fucking loyalty pledge from the…",,en,,Kurt_Wirth,20-05-2009 16:26,07-06-2017 23:52,0,0.266666667,0.766666667
"Cypress Lakes, FL, USA","RT @BRADSPORTS: @Bakari_Sellers @jack Jake Tapper plays both sides. For all we know, TAPPER is the Trump supporter he tweeted about.",,en,,Dandre_Ax,27-03-2017 13:23,07-06-2017 23:52,0,0,0
United States,"RT @activist360: BOYFRIEND FROM HELL: Reading Comey's testimony, Trump was stalking him like a deranged lover spurned by a man who wouldn't…",,en,,knammari1,28-10-2014 20:49,07-06-2017 23:52,0,0,0
Nationwide - Based NYC & SoCal,"RT @TrivWorks: RIGHT NOW: A restless, bathrobed Trump roams the White House, pint of ice cream in each hand, asking his self-portraits for…",,en,,TrivWorks,08-09-2009 18:30,07-06-2017 23:52,0,0.142857143,0.267857143
"Aliquippa, PA",RT @TheLastRefuge2: Why would President Trump ask FBI to investigate him if Trump was guilty of something?  Liberals don't seem to unde… ,,en,,Calidreamin74,16-12-2014 07:50,07-06-2017 23:52,0,-0.5,1
"Sun City, AZ",Queen Elizabeth Invites Trump Personally - London Mayor shut down by Queen BAM!! https://t.co/JyKJvI1YiE,,en,,JaneDoe07261958,08-01-2011 06:16,07-06-2017 23:52,0,-0.121527778,0.294444444
NYC,RT @mattyglesias: Trump is probably engaged in this clumsy coverup because he's guilty of serious wrongdoing. #confessyourunpopularopinion,,en,,preludeandyodel,02-12-2010 02:48,07-06-2017 23:52,0,-0.377777778,0.688888889
"Emmaus, Pa 18049","RT @billoreilly: USA will become more divided after Comey testifies. Anti-Trump media will whip the story into a hysterical exposition, rid…",,en,,DPrazenka,17-11-2013 23:47,07-06-2017 23:52,0,-0.25,0.75
•|i|• Ø i+! ].[,RT @WaladShami: The Queen of Genovia is not having it! https://t.co/TIB9az4cAc,,en,,taylorrr413,04-06-2012 01:33,07-06-2017 23:52,0,0,0
"Pittsburgh, PA",RT @KyleAndrews1994: Legendary. Iconic. Magnificent. These are the words that I will use when talking about Steve Benko being blocked by… ,,en,,SteveBenko,14-01-2009 03:41,07-06-2017 23:52,0,0.833333333,0.833333333
,"RT @jbarro: It's worth noting, Trump's knowledge that he was wearing a lav mic on that Access Hollywood bus didn't make him cir… ",,en,,Brent_Burch,06-06-2012 15:38,07-06-2017 23:52,0,0.3,0.1
"A River Runs Thru It, USA","RT @Mike_Beacham: #TRUTH 
#TRUMP 
#POTUS 
#ThankYouTrump https://t.co/Icrdw0BISB",,und,,saloon_singer,07-08-2016 03:05,07-06-2017 23:52,0,0,0
United States of America ,@TheDemocrats https://t.co/ODP9kgOMMt,,und,,DarkHorse201733,25-02-2017 17:31,07-06-2017 23:52,0,0,0
Cali,"@LoveShortFilms btw if ur in LA, think u would dig this, pre-figured Trump &amp; Brexit 6/29 @HollyShorts… https://t.co/5aZ0hiqsbG",,en,,jfafilms,22-10-2009 03:41,07-06-2017 23:52,0,0,0
,RT @gerfingerpoken: Trump Protects Religious Liberty and Little Sisters https://t.co/MfrrF8Bj0o https://t.co/EiKiHWWjvH #Catholic #CCOT htt…,,en,,judyrademacher2,14-09-2016 14:18,07-06-2017 23:52,0,-0.0625,0.283333333
,RT @OhNoSheTwitnt: David Duke says Jews aren't white. Eric Trump says Democrats aren't people. So I guess today begins my new life as a pur…,,en,,seesthepoint,03-04-2009 18:10,07-06-2017 23:52,0,0.068181818,0.227272727
"Michigan, USA",RT @DavidAFrench: Just read Comey transcript. His interactions with POTUS were worse than what GOP feared happened between Bill Clinton and…,,en,,susan220,15-01-2010 23:33,07-06-2017 23:52,0,-0.4,0.6
ROLEPLAY; NOT REAL,"""After the disaster that President Trump made..."" I assure you, there will be no disaster. She would have at least… https://t.co/TOWtkEuNZ9",,en,,MakesUSAGreat,07-06-2017 22:59,07-06-2017 23:52,0,0,0
São Bento,"RT CNN ""The White House is still mum on President Trump's confidence in AG Jeff Sessions https://t.co/Hjg5pi0ItN https://t.co/PRLoXOfNMK""",,en,,CefasLira_,06-02-2013 12:54,07-06-2017 23:52,0,0,0
,RT @docrocktex26: The Republicans who urged Trump to pull out of Paris deal are big oil darlings https://t.co/KWqT1usZY6,,en,,timm_emily,06-11-2014 14:02,07-06-2017 23:52,0,0,0.1
,trump is a kendrick fan? #loyalty,,en,,_T__D_,09-01-2009 22:05,07-06-2017 23:52,0,0,0
Dallas TX USA,RT @brianklaas: Sean Hannity would spontaneously combust in a rage fireball if Chelsea Clinton said Republicans aren't even people. https:/…,,en,,MJFPolitics,29-07-2009 20:50,07-06-2017 23:52,0,0.6,0.9
"Columbus, OH",trump is CANCELED https://t.co/GVdU3zWz08,,en,,GabbyGramajo,22-08-2013 02:00,07-06-2017 23:52,0,0,0
Beech Grove,"RT @ThomasPKennedy3: On Hannity Eric Trump just said of the #Democrats, ""They would rather see my father fail than have America succeed""… ",,en,,jesslayneshlv,22-06-2012 07:17,07-06-2017 23:52,0,-0.5,0.3
"Cumming, GA",RT @NolteNC: Hitler. https://t.co/1aH3oWLldW,,tr,,SkyGoJackets,16-03-2011 04:22,07-06-2017 23:52,0,0,0
"Parker city, KS, USA","RT @BRADSPORTS: @Bakari_Sellers @jack Jake Tapper plays both sides. For all we know, TAPPER is the Trump supporter he tweeted about.",,en,,xyxmaudekevansz,01-01-2015 15:19,07-06-2017 23:52,0,0,0
Southeast,RT @NolteNC: Comey is lying. https://t.co/dp8uruTcDp,,en,,Sheindie,26-12-2008 19:07,07-06-2017 23:52,0,0,0
Wisconsin ,RT @MrFilmkritik: Better headline: Donald Trump stole money meant for children with cancer. https://t.co/TsnOm3m7TA,,en,,DailyAdams,14-02-2012 15:16,07-06-2017 23:52,0,0.5,0.5
"Ohio, USA",@OnPointRadio The Trump administration and the yes-men Republicans who support him are the biggest threat to the wo… https://t.co/pOEcAL0LUW,,en,,MOtherofPearl80,06-10-2011 21:54,07-06-2017 23:52,0,0,0
,RT @docrocktex26: That awkward moment when the extremist GOP called PBO a Manchurian Candidate for 7 years then nominated Donald Ukraine Tr…,,en,,mbarbed,27-01-2017 18:52,07-06-2017 23:52,0,-0.6,1
SE USA,"RT @longwall26: Comey: He's guilty
Democrats: He's guilty
Trump: I'm guilty
Republicans: We may never get to the bottom of this",,en,,au_grad,25-10-2013 16:50,07-06-2017 23:52,0,-0.5,1
florida   usa,Pentagon distancing itself from Trump on Qatar https://t.co/rwtIxGOceM,,en,,wonderfullone,28-10-2009 18:42,07-06-2017 23:52,0,0,0
"London, England",20175101623-0.jpg #trump #trumptrain #buildthewall #maga https://t.co/2bR0lmsL9i,,und,,t_r_u_m_p_i_n_g,27-03-2016 11:59,07-06-2017 23:52,0,0,0
,"RT @cafedotcom: Eric Trump defends his father from insults and profanity. He’s aware of the stuff his dad’s said, right? (… ",,en,,FeliciaUdig,05-10-2016 23:35,07-06-2017 23:52,0,0.267857143,0.392857143
FIGHT BACK USA,"RT @Mikel_Jollett: ""Jews are rats."" - Hitler, 1940

""Tutsis are cockroaches."" - Hutu, Rwanda, 1994

""Democrats aren't people."" - Eric Trump…",,en,,Rose_Bites,10-09-2016 19:55,07-06-2017 23:52,0,0,0
United States,"RT @tribelaw: Not surprising. What really good lawyer would opt to represent someone who lies constantly, doesn't listen, and che… ",,en,,RealPA_Resister,13-04-2011 19:36,07-06-2017 23:52,0,0.116666667,0.477777778
